id,task,framework,fold,result,mode,version,tag,utc,duration,models,seed,info,acc,auc,logloss
openml.org/t/34539,Amazon_employee_access,H2OAutoML,0,,aws.docker,3.22.1.2,stable,2019-03-24T14:16:15,12627.4,,3816120967,"Error: Job with key $03017f00000132d4ffffffff$_836a80f01774f77ef710bb56b50b4179 failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 7269, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,5,,aws.docker,3.22.1.2,stable,2019-03-24T14:17:15,12676.4,,3816120972,"Error: Job with key $03017f00000132d4ffffffff$_b8df1f20baf8168c8eafcc865b184565 failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 4216, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,1,,aws.docker,3.22.1.2,stable,2019-03-24T14:18:02,12733.2,,3816120968,"Error: Job with key $03017f00000132d4ffffffff$_83d1f3dec236df40ae9529d7f9df4c6b failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 4179, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,4,,aws.docker,3.22.1.2,stable,2019-03-24T14:19:11,12794.7,,3816120971,"Error: Job with key $03017f00000132d4ffffffff$_8ed4d12d4c2757dba9fe3a71f75e4608 failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 4174, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,8,,aws.docker,3.22.1.2,stable,2019-03-24T14:21:10,12892.3,,3816120975,"Error: Job with key $03017f00000132d4ffffffff$_ac6e3afdece5f612952f0c3e341a4625 failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 7203, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,2,,aws.docker,3.22.1.2,stable,2019-03-24T14:21:45,12955.3,,3816120969,"Error: Job with key $03017f00000132d4ffffffff$_a71cb6a88be1472fcfa09bdad8d94f53 failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 7516, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,7,,aws.docker,3.22.1.2,stable,2019-03-24T14:21:46,12937.9,,3816120974,"Error: Job with key $03017f00000132d4ffffffff$_8b8d947f1a93f15ac59fe3183b514ccc failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 7282, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,6,,aws.docker,3.22.1.2,stable,2019-03-24T14:22:09,12963.6,,3816120973,"Error: Job with key $03017f00000132d4ffffffff$_b97b9f6fc1bfa11a691079477d7340af failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 7313, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,9,,aws.docker,3.22.1.2,stable,2019-03-24T14:22:26,12965.7,,3816120976,"Error: Job with key $03017f00000132d4ffffffff$_9820e812cfe12b6ff10ccea4eaf34071 failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 7144, nex...",,,
openml.org/t/34539,Amazon_employee_access,H2OAutoML,3,,aws.docker,3.22.1.2,stable,2019-03-24T14:25:17,13164.8,,3816120970,"Error: Job with key $03017f00000132d4ffffffff$_82893b62f3efda4588143a12a5824af8 failed with an exception: DistributedException from /127.0.0.1:54321: 'Categorical value out of bounds, got 7358, nex...",,,
